CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Agne SEREIKAITE POSITION,Agne SEREIKAITE LAP TIME,Agne SEREIKAITE ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME
1,7.22,7.22,2,7.42,7.42,3,7.60,7.60,4,7.69,7.69
1,9.29,16.51,2,9.39,16.81,3,9.46,17.06,4,9.45,17.14
1,8.82,25.33,2,8.98,25.79,3,8.86,25.92,4,9.02,26.16
1,9.06,34.39,2,9.00,34.79,3,9.03,34.95,4,9.16,35.32
1,9.33,43.715,2,9.12,43.905,3,9.21,44.155,4,9.36,44.674
