Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME
1,7.41,7.41,4,7.84,7.84,2,7.57,7.57,3,7.82,7.82
1,9.45,16.86,4,9.93,17.77,2,9.62,17.19,3,9.79,17.61
1,8.95,25.81,4,9.10,26.87,2,9.03,26.22,3,9.16,26.77
1,9.46,35.27,4,9.55,36.42,2,9.49,35.71,3,9.57,36.34
1,9.43,44.696,4,9.42,45.831,2,9.36,45.064,3,9.48,45.818
