PARK Sun-Young POSITION,PARK Sun-Young LAP TIME,PARK Sun-Young ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Maria GARCIA POSITION,Maria GARCIA LAP TIME,Maria GARCIA ELAPSED TIME,YAO Yao POSITION,YAO Yao LAP TIME,YAO Yao ELAPSED TIME
4,7.795,7.795,1,7.267,7.267,3,7.749,7.749,2,7.467,7.467
3,9.478,17.272,1,9.695,16.962,4,9.712,17.461,2,9.682,17.149
3,9.706,26.977,1,9.667,26.628,4,9.626,27.087,2,9.752,26.901
3,10.051,37.028,1,9.824,36.452,4,10.144,37.230,2,9.797,36.698
1,9.65,46.676,2,10.35,46.796,4,10.50,47.723,3,10.23,46.923
