CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME
2,7.289,7.289,3,7.586,7.586,4,7.862,7.862,1,7.288,7.288
2,9.571,16.860,4,9.887,17.472,3,9.406,17.268,1,9.489,16.777
2,9.155,26.015,4,9.503,26.975,3,8.918,26.186,1,9.068,25.845
2,9.109,35.124,4,9.375,36.350,3,9.248,35.434,1,9.277,35.123
2,9.687,44.812,4,9.751,46.100,3,9.536,44.970,1,9.367,44.489
