Alexander SELEZNOV POSITION,Alexander SELEZNOV LAP TIME,Alexander SELEZNOV ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,Anthony DOUGLAS POSITION,Anthony DOUGLAS LAP TIME,Anthony DOUGLAS ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME
4,14.58,14.58,3,14.35,14.35,2,14.25,14.25,1,14.20,14.20
4,10.97,25.55,3,11.06,25.41,2,11.13,25.38,1,11.02,25.22
4,10.73,36.28,1,10.63,36.04,2,10.69,36.07,3,10.86,36.08
4,10.09,46.37,1,9.86,45.90,2,9.89,45.96,3,10.05,46.13
4,9.69,56.06,2,9.67,55.57,1,9.57,55.53,3,9.65,55.78
4,9.83,1:05.89,2,9.90,1:05.47,1,9.91,1:05.44,3,9.87,1:05.65
4,10.02,1:15.91,1,9.07,1:14.54,2,9.33,1:14.77,3,9.31,1:14.96
4,10.50,1:26.41,1,9.31,1:23.85,2,9.24,1:24.01,3,9.29,1:24.25
4,10.71,1:37.116,1,9.42,1:33.268,2,9.39,1:33.400,3,9.45,1:33.695
