Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Laszlo VRENCEAN POSITION,Laszlo VRENCEAN LAP TIME,Laszlo VRENCEAN ELAPSED TIME,Tomislav DUGI POSITION,Tomislav DUGI LAP TIME,Tomislav DUGI ELAPSED TIME
2,7.216,7.216,1,7.062,7.062,3,7.460,7.460,4,7.557,7.557,5,7.947,7.947
2,9.710,16.926,1,9.665,16.726,3,9.739,17.198,4,9.781,17.337,5,10.570,18.517
1,9.303,26.229,2,9.525,26.251,3,9.441,26.639,4,9.642,26.979,5,10.786,29.302
2,9.801,36.029,1,9.767,36.017,3,9.543,36.182,4,9.771,36.749,5,11.383,40.684
2,10.07,46.095,1,9.97,45.979,3,9.92,46.096,4,10.28,47.021,5,11.32,52.000
