Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME,HO Hao-Hsiang POSITION,HO Hao-Hsiang LAP TIME,HO Hao-Hsiang ELAPSED TIME
2,6.880,6.880,1,6.803,6.803,3,7.090,7.090,4,7.253,7.253
3,9.575,16.455,1,9.371,16.174,2,9.312,16.402,4,9.797,17.050
2,9.063,25.518,1,8.829,25.003,3,9.162,25.564,4,9.604,26.654
2,9.132,34.649,1,8.792,33.794,3,9.128,34.692,4,9.698,36.352
2,9.165,43.814,1,8.992,42.787,3,9.514,44.206,4,10.144,46.497
