MATVEEVA Anna POSITION,MATVEEVA Anna LAP TIME,MATVEEVA Anna ELAPSED TIME,LI Xuan POSITION,LI Xuan LAP TIME,LI Xuan ELAPSED TIME,JEON Yu Min POSITION,JEON Yu Min LAP TIME,JEON Yu Min ELAPSED TIME,RUSNAKOVA Petra POSITION,RUSNAKOVA Petra LAP TIME,RUSNAKOVA Petra ELAPSED TIME,Sofya BOYTSOVA POSITION,Sofya BOYTSOVA LAP TIME,Sofya BOYTSOVA ELAPSED TIME
1,13.84,13.84,2,13.89,13.89,3,14.04,14.04,5,14.37,14.37,4,14.25,14.25
3,10.18,24.02,1,10.04,23.93,2,9.96,24.00,5,9.82,24.19,4,9.90,24.15
4,9.57,33.59,2,9.57,33.50,1,9.38,33.38,3,9.38,33.57,5,9.55,33.70
4,9.45,43.04,2,9.46,42.96,1,9.47,42.85,3,9.42,42.99,5,9.45,43.15
4,9.43,52.47,1,9.38,52.34,2,9.56,52.41,3,9.45,52.44,5,9.42,52.57
2,9.60,1:02.07,1,9.64,1:01.98,3,9.76,1:02.17,5,9.87,1:02.31,3,9.60,1:02.17
1,9.43,1:11.50,3,9.80,1:11.78,4,9.73,1:11.90,5,9.86,1:12.17,2,9.59,1:11.76
1,9.50,1:21.00,5,10.23,1:22.01,3,9.64,1:21.54,4,9.77,1:21.94,2,9.49,1:21.25
1,9.79,1:30.79,5,10.55,1:32.564,3,9.42,1:30.96,4,10.03,1:31.977,2,9.61,1:30.86
