CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME,SZILICZEI-NEMET Rebeka POSITION,SZILICZEI-NEMET Rebeka LAP TIME,SZILICZEI-NEMET Rebeka ELAPSED TIME,Patrycja MARKIEWICZ POSITION,Patrycja MARKIEWICZ LAP TIME,Patrycja MARKIEWICZ ELAPSED TIME,TIKHONOVA Olga POSITION,TIKHONOVA Olga LAP TIME,TIKHONOVA Olga ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME
1,14.41,14.41,2,14.48,,3,14.49,14.49,5,14.87,14.87,4,14.69,14.69
1,10.93,25.34,5,22.51,,4,11.47,25.96,3,10.70,25.57,2,10.77,25.46
1,10.76,36.10,5,13.02,,4,10.50,36.46,3,10.78,36.35,2,10.77,36.23
1,10.63,46.73,5,11.84,,4,10.53,46.99,3,10.59,46.94,2,10.62,46.85
1,10.29,57.02,5,11.28,,4,10.36,57.35,3,10.32,57.26,2,10.28,57.13
1,9.94,1:06.96,5,11.36,,4,9.92,1:07.27,3,9.90,1:07.16,2,9.94,1:07.07
1,9.89,1:16.85,5,12.47,,4,9.88,1:17.15,3,9.89,1:17.05,2,9.88,1:16.95
1,9.83,1:26.68,5,11.34,,4,9.88,1:27.03,3,9.87,1:26.92,2,9.84,1:26.79
1,9.83,1:36.51,5,11.09,,4,9.88,1:36.91,3,9.76,1:36.68,2,9.80,1:36.59
