START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
4,12.59,12.59,5,12.78,12.78,3,12.35,12.35,2,12.00,12.00,1,11.79,11.79,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,RankingFinals,6
4,14.89,27.48,5,14.83,27.61,3,14.98,27.33,2,15.12,27.12,1,15.17,26.96,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,RankingFinals,6
4,12.81,40.29,5,12.78,40.39,3,12.83,40.16,2,12.90,40.02,1,12.90,39.86,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,RankingFinals,6
4,12.26,52.55,5,12.31,52.70,3,12.25,52.41,2,12.23,52.25,1,12.29,52.15,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,RankingFinals,6
4,12.10,1:04.65,5,12.06,1:04.76,3,12.12,1:04.53,2,12.14,1:04.39,1,12.14,1:04.29,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,RankingFinals,6
4,11.95,1:16.60,5,11.94,1:16.70,3,11.95,1:16.48,2,11.96,1:16.35,1,12.00,1:16.29,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,RankingFinals,6
5,11.13,1:27.73,2,10.81,1:27.51,4,11.22,1:27.70,1,11.08,1:27.43,3,11.26,1:27.55,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,RankingFinals,6
1,9.64,1:37.37,2,9.97,1:37.48,5,10.18,1:37.88,3,10.22,1:37.65,4,10.25,1:37.80,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,RankingFinals,6
1,9.57,1:46.94,2,9.56,1:47.04,5,9.42,1:47.30,3,9.60,1:47.25,4,9.48,1:47.28,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,RankingFinals,6
1,9.34,1:56.28,2,9.32,1:56.36,3,9.23,1:56.53,5,9.84,1:57.09,4,9.41,1:56.69,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,RankingFinals,6
1,9.08,2:05.36,2,9.09,2:05.45,3,9.01,2:05.54,5,9.39,2:06.48,4,9.09,2:05.78,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,RankingFinals,6
1,9.13,2:14.49,2,9.08,2:14.53,3,9.09,2:14.63,5,9.81,2:16.29,4,9.00,2:14.78,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,RankingFinals,6
1,9.20,2:23.69,4,9.43,2:23.96,2,9.16,2:23.79,5,10.29,2:26.58,3,9.17,2:23.95,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,RankingFinals,6
2,9.40,2:33.091,4,9.63,2:33.596,1,9.29,2:33.089,5,10.53,2:37.119,3,9.46,2:33.417,2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),1500m,m,RankingFinals,6
