DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,Miwako YAMAURA POSITION,Miwako YAMAURA LAP TIME,Miwako YAMAURA ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
5,8.00,8.00,1,7.13,7.13,3,7.74,7.74,2,7.65,7.65,4,7.84,7.84
5,9.74,17.74,1,9.23,16.36,4,9.78,17.52,2,9.51,17.16,3,9.54,17.38
5,9.33,27.07,1,8.75,25.11,4,9.14,26.66,2,8.96,26.12,3,9.04,26.42
5,9.47,36.54,1,9.00,34.11,4,9.25,35.91,2,9.38,35.50,3,9.21,35.63
5,9.75,46.29,1,9.22,43.33,4,9.50,45.41,2,9.80,45.30,3,9.72,45.35
