START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
2,10.28,10.28,1,10.13,10.13,3,10.50,10.50,4,10.66,10.66,5,10.86,10.86,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Quarterfinals,3
2,13.74,24.02,3,14.01,24.14,1,13.20,23.70,4,13.62,24.28,5,13.60,24.46,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Quarterfinals,3
4,11.38,35.40,1,11.22,35.36,3,11.68,35.38,2,11.08,35.36,5,11.04,35.50,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Quarterfinals,3
3,10.89,46.29,2,10.82,46.18,4,11.07,46.45,1,10.70,46.06,5,11.06,46.56,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Quarterfinals,3
2,10.99,57.28,3,11.12,57.30,4,11.11,57.56,1,11.15,57.21,5,11.15,57.71,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Quarterfinals,3
4,10.56,1:07.84,3,10.40,1:07.70,5,10.39,1:07.95,2,10.37,1:07.58,1,9.71,1:07.42,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Quarterfinals,3
4,9.47,1:17.31,3,9.47,1:17.17,5,9.50,1:17.45,2,9.50,1:17.08,1,9.57,1:16.99,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Quarterfinals,3
4,9.44,1:26.75,2,9.39,1:26.56,5,9.43,1:26.88,3,9.50,1:26.58,1,9.50,1:26.49,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Quarterfinals,3
3,9.01,1:35.76,2,9.08,1:35.64,4,9.03,1:35.91,5,9.61,1:36.19,1,9.06,1:35.55,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Quarterfinals,3
3,8.97,1:44.73,2,8.96,1:44.60,4,8.92,1:44.83,5,8.97,1:45.16,1,8.97,1:44.52,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Quarterfinals,3
3,8.95,1:53.68,2,9.00,1:53.60,4,8.97,1:53.80,5,9.03,1:54.19,1,8.96,1:53.48,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Quarterfinals,3
3,9.13,2:02.81,2,9.13,2:02.73,4,9.12,2:02.92,5,9.25,2:03.44,1,9.13,2:02.61,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Quarterfinals,3
2,9.20,2:12.01,3,9.30,2:12.03,4,9.25,2:12.17,5,9.54,2:12.98,1,9.31,2:11.92,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Quarterfinals,3
2,9.41,2:21.413,3,9.55,2:21.571,4,9.57,2:21.737,5,10.49,2:23.468,1,9.49,2:21.408,2013-2014,"ISU World Cup 2013/2014, Kolomna (RUS)",1500m,m,Quarterfinals,3
