WATANABE Aoi POSITION,WATANABE Aoi LAP TIME,WATANABE Aoi ELAPSED TIME,Mikayla BIGGS POSITION,Mikayla BIGGS LAP TIME,Mikayla BIGGS ELAPSED TIME,Renee Marie STEENGE POSITION,Renee Marie STEENGE LAP TIME,Renee Marie STEENGE ELAPSED TIME,Ainoa CARREO PERIS POSITION,Ainoa CARREO PERIS LAP TIME,Ainoa CARREO PERIS ELAPSED TIME,SONG Yang POSITION,SONG Yang LAP TIME,SONG Yang ELAPSED TIME
2,7.73,7.73,4,8.21,8.21,1,7.53,7.53,5,8.37,8.37,3,7.86,7.86
2,9.69,17.42,4,9.94,18.15,1,9.76,17.29,5,10.32,18.69,3,9.71,17.57
1,9.07,26.49,4,9.57,27.72,1,9.20,26.49,5,9.88,28.57,3,9.09,26.66
2,9.46,35.95,4,9.64,37.36,1,9.39,35.88,5,10.03,38.60,2,9.29,35.95
3,9.79,45.74,4,9.93,47.29,0,,PHOTO,5,10.46,49.053,0,,PHOTO
