START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
1,12.46,12.46,,,,2,12.56,12.56,3,13.17,13.17,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,8.73,21.19,,,,2,8.74,21.30,3,8.34,21.51,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,8.97,30.16,,,,2,9.09,30.39,3,8.99,30.50,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,8.99,39.15,,,,2,8.95,39.34,3,8.99,39.49,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,9.05,48.20,,,,2,8.95,48.29,3,9.00,48.49,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,9.00,57.20,,,,2,9.07,57.36,3,9.00,57.49,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,8.95,1:06.15,,,,2,8.93,1:06.29,3,9.13,1:06.62,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,8.90,1:15.05,,,,2,8.97,1:15.26,3,8.75,1:15.37,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,8.93,1:23.98,,,,3,11.89,1:27.15,2,9.11,1:24.48,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,9.10,1:33.08,,,,3,10.59,1:37.74,2,9.44,1:33.92,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,9.24,1:42.32,,,,3,9.61,1:47.35,2,9.22,1:43.14,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,9.11,1:51.43,,,,3,9.10,1:56.45,2,9.26,1:52.40,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,9.02,2:00.45,,,,3,9.23,2:05.68,2,9.15,2:01.55,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,9.05,2:09.50,,,,3,9.38,2:15.06,2,9.14,2:10.69,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,8.99,2:18.49,,,,3,9.43,2:24.49,2,9.16,2:19.85,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,9.17,2:27.66,,,,3,9.52,2:34.01,2,9.47,2:29.32,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,9.30,2:36.96,,,,3,9.65,2:43.66,2,9.29,2:38.61,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,9.24,2:46.20,,,,3,9.16,2:52.82,2,9.56,2:48.17,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,9.24,2:55.44,,,,3,9.37,3:02.19,2,9.33,2:57.50,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,8.72,3:04.16,,,,3,9.35,3:11.54,2,9.25,3:06.75,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,8.97,3:13.13,,,,3,9.48,3:21.02,2,9.25,3:16.00,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,9.15,3:22.28,,,,3,9.63,3:30.65,2,9.67,3:25.67,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,9.02,3:31.30,,,,3,9.45,3:40.10,2,9.48,3:35.15,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,9.99,3:41.29,,,,3,9.14,3:49.24,2,9.77,3:44.92,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,8.42,3:49.71,,,,3,9.66,3:58.90,2,9.76,3:54.68,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,8.91,3:58.62,,,,3,9.56,4:08.46,2,9.57,4:04.25,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
1,9.03,4:07.644,0,,PEN,3,9.70,4:18.152,2,9.80,4:14.045,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",3000mRelay,w,Semifinals,1
