Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME
3,7.68,7.68,4,7.77,7.77,1,7.29,7.29,2,7.44,7.44
3,9.67,17.35,4,9.72,17.49,1,9.44,16.73,2,9.36,16.80
3,9.11,26.46,4,9.28,26.77,1,8.92,25.65,2,8.95,25.75
3,9.28,35.74,4,9.61,36.38,1,9.07,34.72,2,9.05,34.80
3,9.59,45.325,4,9.87,46.241,1,9.26,43.970,2,9.27,44.063
