Jeff SCHOLTEN POSITION,Jeff SCHOLTEN LAP TIME,Jeff SCHOLTEN ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME
2,6.799,6.799,1,6.698,6.698,3,6.901,6.901,4,7.129,7.129
3,9.044,15.843,1,9.059,15.756,2,8.911,15.811,4,8.944,16.072
3,8.493,24.336,1,8.562,24.317,2,8.524,24.335,4,8.568,24.639
1,8.764,33.099,3,9.043,33.359,2,8.850,33.185,4,9.025,33.664
1,9.05,42.143,4,10.24,43.592,2,9.06,42.238,3,8.76,42.424
