LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME
2,7.08,7.08,1,6.88,6.88,3,7.24,7.24,4,7.35,7.35
2,8.96,16.04,1,9.07,15.95,3,8.92,16.16,4,9.23,16.58
2,8.57,24.61,1,8.58,24.53,3,8.57,24.73,4,8.96,25.54
3,9.02,33.63,1,8.96,33.49,2,8.89,33.62,4,9.32,34.86
2,9.11,42.739,1,9.24,42.727,3,9.47,43.083,4,9.68,44.533
