CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Julia RIEDEL POSITION,Julia RIEDEL LAP TIME,Julia RIEDEL ELAPSED TIME,Daniela IVANOVA POSITION,Daniela IVANOVA LAP TIME,Daniela IVANOVA ELAPSED TIME,Elena KAPLAN POSITION,Elena KAPLAN LAP TIME,Elena KAPLAN ELAPSED TIME
1,13.380,13.380,4,14.250,14.250,2,13.500,13.500,3,13.640,13.640
1,10.030,23.420,3,9.420,23.680,2,10.130,23.640,4,10.110,23.750
1,10.300,33.720,4,10.560,34.240,2,10.360,34.000,3,10.290,34.050
1,10.450,44.170,4,10.160,44.400,2,10.260,44.260,3,10.240,44.290
1,10.110,54.290,4,10.200,54.610,2,10.140,54.410,3,10.290,54.590
1,9.880,1:04.170,4,10.110,1:04.720,2,10.100,1:04.520,3,10.070,1:04.670
1,10.280,1:14.460,2,9.950,1:14.680,3,10.250,1:14.770,4,10.150,1:14.820
1,10.050,1:24.520,2,10.420,1:25.100,3,10.490,1:25.260,4,10.490,1:25.310
1,10.520,1:35.040,2,10.190,1:35.300,4,10.870,1:36.140,3,10.760,1:36.070
