Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME
1,6.77,6.77,2,6.91,6.91,3,7.09,7.09,4,7.45,7.45
1,9.00,15.77,2,8.99,15.90,3,9.04,16.13,4,9.25,16.70
1,8.60,24.37,2,8.70,24.60,3,8.74,24.87,4,8.89,25.59
1,8.76,33.13,2,8.86,33.46,3,8.91,33.78,4,9.14,34.73
1,8.91,42.035,2,9.20,42.653,3,9.12,42.898,4,9.53,44.257
