Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Gellert PATAKI POSITION,Gellert PATAKI LAP TIME,Gellert PATAKI ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Vincent ANDRE POSITION,Vincent ANDRE LAP TIME,Vincent ANDRE ELAPSED TIME,Jakov DOLINIC POSITION,Jakov DOLINIC LAP TIME,Jakov DOLINIC ELAPSED TIME
0,12.591,12.591,0,13.014,13.014,0,12.284,12.284,0,12.753,12.753,0,12.941,12.941
0,9.933,22.524,0,9.942,22.956,0,10.366,22.650,0,9.969,22.722,0,9.925,22.865
0,9.879,32.403,0,9.989,32.945,0,9.748,32.398,0,9.923,32.645,0,10.175,33.041
0,9.868,42.271,0,10.029,42.975,0,9.939,42.338,0,9.941,42.585,0,9.566,42.607
0,9.985,52.256,0,9.932,52.907,0,9.137,51.475,0,9.597,52.182,0,10.422,53.029
0,9.921,1:02.177,0,10.138,1:03.045,0,9.895,1:01.370,0,9.562,1:01.743,0,10.005,1:03.033
0,9.868,1:12.045,0,10.445,1:13.491,0,9.365,1:10.735,0,9.425,1:11.168,0,10.709,1:13.742
0,10.501,1:22.546,0,10.692,1:24.183,0,9.717,1:20.451,0,9.673,1:20.842,0,10.600,1:24.343
0,,,0,,,0,,,0,,,0,,
