Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME
1,6.72,6.72,3,6.85,6.85,4,7.09,7.09,2,6.85,6.85
1,8.70,15.42,3,9.01,15.86,4,8.84,15.93,2,8.81,15.66
1,8.24,23.66,3,8.22,24.08,4,8.39,24.32,2,8.32,23.98
1,8.39,32.05,2,8.24,32.32,4,8.41,32.73,3,8.42,32.40
1,8.58,40.627,2,8.36,40.675,4,8.84,41.562,3,8.67,41.070
