Zoltan KRISTO POSITION,Zoltan KRISTO LAP TIME,Zoltan KRISTO ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME
4,7.374,7.374,1,6.894,6.894,2,7.102,7.102,3,7.139,7.139
4,9.427,16.801,1,9.222,16.116,2,9.367,16.469,3,9.443,16.582
4,9.219,26.019,1,9.005,25.121,2,9.014,25.483,3,9.057,25.638
4,9.552,35.571,1,9.086,34.206,3,9.462,34.944,2,9.130,34.767
4,9.81,45.375,1,9.65,43.849,3,9.91,44.848,2,9.62,44.386
