Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Alexandre ST JEAN POSITION,Alexandre ST JEAN LAP TIME,Alexandre ST JEAN ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME
1,6.81,6.81,2,7.05,7.05,3,7.24,7.24,4,7.30,7.30
1,8.90,15.71,2,8.94,15.99,3,9.03,16.27,4,9.06,16.36
1,8.56,24.27,2,8.48,24.47,4,8.62,24.89,3,8.51,24.87
1,8.67,32.94,2,8.62,33.09,4,8.90,33.79,3,8.76,33.63
1,8.90,41.840,2,8.88,41.971,4,9.21,42.998,3,8.77,42.397
