Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME,Tatiana ZIMOVA POSITION,Tatiana ZIMOVA LAP TIME,Tatiana ZIMOVA ELAPSED TIME,Atsuko TAKATA POSITION,Atsuko TAKATA LAP TIME,Atsuko TAKATA ELAPSED TIME
4,14.917,14.917,3,14.840,14.840,1,14.424,14.424,2,14.679,14.679
4,10.697,25.613,3,10.536,25.376,1,10.743,25.166,2,10.628,25.307
4,10.351,35.963,3,10.581,35.957,1,10.520,35.686,2,10.424,35.730
4,10.435,46.398,3,10.217,46.174,1,10.192,45.878,2,10.150,45.880
4,9.890,56.287,3,10.059,56.232,1,10.065,55.943,2,10.207,56.086
4,10.138,1:06.425,1,9.739,1:05.970,2,10.330,1:06.273,3,10.196,1:06.282
4,10.272,1:16.697,1,9.916,1:15.886,3,9.918,1:16.190,2,9.839,1:16.121
4,10.816,1:27.512,1,10.205,1:26.090,2,10.560,1:26.750,3,10.788,1:26.909
4,12.27,1:39.778,1,10.37,1:36.452,3,11.05,1:37.792,2,9.76,1:36.669
