Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME
2,6.738,6.738,4,6.926,6.926,3,6.891,6.891,1,6.633,6.633
1,9.281,16.018,4,9.451,16.376,2,9.258,16.149,3,9.619,16.251
1,8.756,24.774,3,8.636,25.012,2,8.783,24.932,4,8.785,25.036
1,8.673,33.447,3,8.770,33.782,4,8.946,33.877,2,8.690,33.725
1,8.98,42.424,2,8.71,42.488,4,9.02,42.894,3,8.85,42.572
