Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME,Vera KATSOV POSITION,Vera KATSOV LAP TIME,Vera KATSOV ELAPSED TIME
3,13.60,13.60,2,13.40,13.40,1,13.31,13.31,4,13.97,13.97
3,10.11,23.71,2,10.19,23.60,1,10.10,23.42,4,10.03,24.00
3,10.22,33.94,2,10.32,33.93,1,10.33,33.75,4,10.20,34.20
3,10.28,44.22,2,10.16,44.09,1,10.20,43.96,4,10.35,44.55
3,10.22,54.45,2,10.23,54.33,1,10.35,54.32,4,10.53,55.09
1,9.78,1:04.23,2,9.94,1:04.27,3,10.18,1:04.50,4,10.78,1:05.88
1,9.72,1:13.96,2,9.75,1:14.03,3,10.22,1:14.73,4,11.11,1:16.99
1,10.04,1:24.00,2,10.22,1:24.26,3,10.58,1:25.31,4,11.46,1:28.45
1,10.60,1:34.594,2,10.44,1:34.700,3,10.93,1:36.233,4,11.79,1:40.233
