Ben SOUTHEE POSITION,Ben SOUTHEE LAP TIME,Ben SOUTHEE ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME
1,6.84,6.84,3,6.92,6.92,4,6.94,6.94,2,6.84,6.84
2,9.35,16.19,4,9.61,16.53,3,9.39,16.34,1,9.33,16.18
3,9.05,25.25,4,8.85,25.39,2,8.82,25.16,1,8.84,25.02
3,8.74,33.99,4,8.80,34.20,2,8.76,33.93,1,8.84,33.87
2,9.03,43.017,4,9.64,43.840,3,9.15,43.075,1,9.03,42.899
