Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME
1,7.190,7.190,2,7.570,7.570,3,7.770,7.770,4,7.940,7.940
1,9.780,16.980,2,9.930,17.510,3,9.800,17.570,4,9.750,17.690
1,9.400,26.390,2,9.370,26.880,3,9.760,27.340,4,9.780,27.480
1,9.540,35.940,2,9.520,36.410,3,9.500,36.840,4,9.720,37.210
1,10.160,46.100,2,9.950,46.360,3,9.760,46.610,4,10.130,47.340
