LEE Yu Bin POSITION,LEE Yu Bin LAP TIME,LEE Yu Bin ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME
1,14.30,14.30,2,14.42,14.42,3,14.54,14.54,4,14.57,14.57
1,10.16,24.46,2,10.15,24.57,3,10.09,24.63,4,10.16,24.73
1,9.92,34.38,3,10.00,34.57,2,9.86,34.49,4,9.89,34.62
1,9.89,44.27,4,10.01,44.58,2,9.88,44.37,3,9.86,44.48
1,10.00,54.27,4,9.98,54.56,2,9.99,54.36,3,9.96,54.44
1,9.80,1:04.07,4,9.82,1:04.38,2,9.80,1:04.16,3,9.73,1:04.17
1,9.62,1:13.69,4,9.91,1:14.29,2,9.71,1:13.87,3,9.95,1:14.12
1,9.86,1:23.55,4,9.68,1:23.97,2,9.79,1:23.66,3,9.69,1:23.81
1,9.93,1:33.48,4,9.98,1:33.935,2,9.92,1:33.58,3,10.03,1:33.827
