Liam McFARLANE POSITION,Liam McFARLANE LAP TIME,Liam McFARLANE ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME
1,6.70,6.70,3,7.16,7.16,2,6.93,6.93,4,7.33,7.33
1,8.95,15.65,3,9.07,16.23,2,8.86,15.79,4,8.99,16.32
1,8.55,24.20,3,8.65,24.88,2,8.57,24.36,4,8.60,24.92
1,8.96,33.16,3,9.10,33.98,2,8.87,33.23,4,9.15,34.07
1,8.78,41.931,4,9.18,43.157,2,8.77,41.992,3,8.85,42.919
