Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,Garazi GANUZA POSITION,Garazi GANUZA LAP TIME,Garazi GANUZA ELAPSED TIME
1,7.50,7.50,2,7.66,7.66,3,7.92,7.92,4,8.61,8.61
1,9.93,17.43,2,9.97,17.63,3,9.85,17.77,4,12.27,20.88
1,9.45,26.88,2,9.68,27.31,3,9.57,27.34,4,11.86,32.74
1,9.44,36.32,2,9.77,37.08,4,24.68,52.02,3,11.79,44.53
1,9.80,46.115,2,10.45,47.522,4,23.31,1:15.322,3,12.23,56.753
