MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME
2,13.35,13.35,3,13.46,13.46,1,13.21,13.21,4,13.55,13.55,5,13.79,13.79
2,10.45,23.80,4,10.47,23.93,3,10.68,23.89,1,10.17,23.72,5,10.32,24.11
3,10.24,34.04,4,10.22,34.15,2,10.04,33.93,1,10.12,33.84,5,10.14,34.25
3,10.21,44.25,4,10.19,44.34,2,10.25,44.18,1,10.26,44.10,5,10.20,44.45
3,10.32,54.57,4,10.34,54.68,2,10.29,54.47,1,10.29,54.39,5,10.56,55.01
3,9.97,1:04.54,4,10.00,1:04.68,2,9.99,1:04.46,1,9.99,1:04.38,5,10.49,1:05.50
3,9.88,1:14.42,4,9.89,1:14.57,2,9.84,1:14.30,1,9.81,1:14.19,5,10.83,1:16.33
3,9.69,1:24.11,4,10.02,1:24.59,2,9.69,1:23.99,1,9.71,1:23.90,5,11.24,1:27.57
3,9.78,1:33.883,4,10.67,1:35.255,2,9.77,1:33.759,1,9.78,1:33.675,5,11.52,1:39.088
