KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME,EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME
3,14.85,14.85,1,14.58,14.58,4,14.95,14.95,2,14.72,14.72
3,10.86,25.71,1,10.90,25.48,4,10.88,25.83,2,10.86,25.58
3,10.59,36.30,2,10.67,36.15,4,10.59,36.42,1,10.50,36.08
3,9.93,46.23,2,9.97,46.12,4,9.92,46.34,1,9.91,45.99
3,9.80,56.03,2,9.79,55.91,4,9.85,56.19,1,9.76,55.75
2,9.58,1:05.61,3,9.79,1:05.70,4,9.70,1:05.89,1,9.50,1:05.25
2,9.53,1:15.14,3,10.00,1:15.70,4,9.94,1:15.83,1,9.61,1:14.86
2,9.55,1:24.69,3,10.04,1:25.74,4,10.16,1:25.99,1,9.51,1:24.37
2,9.82,1:34.51,3,10.40,1:36.14,4,10.70,1:36.69,1,9.82,1:34.19
