Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,12.92,12.92,2,13.03,13.03,4,13.19,13.19,3,13.15,13.15,5,13.43,13.43
1,10.16,23.08,2,10.14,23.17,4,10.20,23.39,3,10.12,23.27,5,10.09,23.52
1,10.09,33.17,2,10.13,33.30,3,10.06,33.45,4,10.28,33.55,5,10.09,33.61
1,9.71,42.88,2,9.74,43.04,3,9.70,43.15,4,9.73,43.28,5,9.80,43.41
1,9.71,52.59,2,9.70,52.74,3,9.64,52.79,4,9.60,52.88,5,9.53,52.94
1,9.45,1:02.04,3,9.39,1:02.13,2,9.32,1:02.11,4,9.45,1:02.33,5,9.75,1:02.69
1,9.23,1:11.27,4,9.56,1:11.69,2,9.34,1:11.45,3,9.25,1:11.58,5,10.13,1:12.82
1,9.32,1:20.59,4,9.43,1:21.12,2,9.18,1:20.63,3,9.17,1:20.75,5,11.56,1:24.38
0,,PEN,2,9.78,1:30.896,1,9.84,1:30.466,4,22.29,1:43.031,3,12.39,1:36.765
