PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,Jack BURROWS POSITION,Jack BURROWS LAP TIME,Jack BURROWS ELAPSED TIME,Tamas ANTAL POSITION,Tamas ANTAL LAP TIME,Tamas ANTAL ELAPSED TIME,KRUZBERGS Roberts POSITION,KRUZBERGS Roberts LAP TIME,KRUZBERGS Roberts ELAPSED TIME,TSAI Chia-Wei POSITION,TSAI Chia-Wei LAP TIME,TSAI Chia-Wei ELAPSED TIME
2,13.88,13.88,5,14.21,14.21,4,14.09,14.09,3,13.98,13.98,1,13.72,13.72
2,10.80,24.68,5,10.77,24.98,4,10.77,24.86,3,10.85,24.83,1,10.86,24.58
1,10.22,34.90,5,10.40,35.38,4,10.37,35.23,3,10.25,35.08,2,10.48,35.06
1,10.79,45.69,5,10.63,46.01,3,10.64,45.87,2,10.71,45.79,4,10.82,45.88
1,10.04,55.73,3,9.83,55.84,2,9.95,55.82,4,10.19,55.98,5,10.48,56.36
1,9.67,1:05.40,2,9.66,1:05.50,3,9.79,1:05.61,4,9.77,1:05.75,5,10.04,1:06.40
1,9.47,1:14.87,2,9.54,1:15.04,3,9.71,1:15.32,4,9.74,1:15.49,5,10.36,1:16.76
1,9.48,1:24.35,2,9.58,1:24.62,3,9.60,1:24.92,4,9.78,1:25.27,5,10.74,1:27.50
1,9.67,1:34.004,2,9.89,1:34.487,3,9.89,1:34.791,4,10.02,1:35.276,5,11.27,1:38.748
