HAYASHI Ibuki POSITION,HAYASHI Ibuki LAP TIME,HAYASHI Ibuki ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,SELLIER Diane POSITION,SELLIER Diane LAP TIME,SELLIER Diane ELAPSED TIME,MURPHY Peter POSITION,MURPHY Peter LAP TIME,MURPHY Peter ELAPSED TIME
3,7.01,7.01,1,6.72,6.72,2,6.86,6.86,4,7.02,7.02,5,7.41,7.41
4,9.01,16.02,1,8.83,15.55,2,8.79,15.65,3,8.86,15.88,5,9.20,16.61
4,8.39,24.41,1,8.43,23.98,2,8.37,24.02,3,8.35,24.23,5,8.80,25.41
4,8.52,32.93,2,8.54,32.52,1,8.36,32.38,3,8.46,32.69,5,8.95,34.36
4,8.65,41.58,2,8.67,41.19,1,8.55,40.93,3,8.66,41.35,5,9.27,43.63
