Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME
2,14.10,14.10,3,14.12,14.12,1,13.97,13.97,4,16.71,16.71
3,11.46,25.56,1,11.16,25.28,2,11.46,25.43,4,13.34,30.05
2,10.71,36.27,3,11.08,36.36,1,10.84,36.27,4,15.43,45.48
3,10.27,46.54,1,9.95,46.31,2,10.13,46.40,4,14.20,59.68
3,9.49,56.03,1,9.48,55.79,2,9.52,55.92,4,15.40,1:15.08
3,9.21,1:05.24,2,9.32,1:05.11,1,9.10,1:05.02,4,12.64,1:27.72
3,9.29,1:14.53,2,9.23,1:14.34,1,9.31,1:14.33,4,12.33,1:40.05
2,9.15,1:23.68,3,9.61,1:23.95,1,9.14,1:23.47,4,14.71,1:54.76
2,9.36,1:33.035,3,10.77,1:34.717,1,9.47,1:32.936,0,,notime
