WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME
1,6.86,6.86,2,6.97,6.97,3,7.25,7.25,4,7.39,7.39
1,8.89,15.75,2,8.89,15.86,3,9.05,16.30,4,9.05,16.44
1,8.60,24.35,2,8.61,24.47,3,8.66,24.96,4,8.69,25.13
1,8.77,33.12,2,8.78,33.25,3,8.75,33.71,4,8.81,33.94
1,8.94,42.059,2,8.94,42.189,3,8.96,42.662,4,8.75,42.686
