Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,David Mano LOTH POSITION,David Mano LOTH LAP TIME,David Mano LOTH ELAPSED TIME,Gianluigi NOVER POSITION,Gianluigi NOVER LAP TIME,Gianluigi NOVER ELAPSED TIME
1,6.68,6.68,2,7.03,7.03,3,7.20,7.20,4,7.45,7.45
1,9.36,16.04,2,9.13,16.16,3,9.13,16.33,4,9.33,16.78
1,8.93,24.98,2,9.00,25.16,3,8.95,25.29,4,8.98,25.77
1,8.97,33.95,2,8.94,34.11,3,8.82,34.12,4,9.18,34.95
1,9.36,43.305,2,9.21,43.314,3,9.35,43.470,4,9.71,44.659
