Jose CAVALLI POSITION,Jose CAVALLI LAP TIME,Jose CAVALLI ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME
2,15.87,15.87,1,15.75,15.75,4,16.11,16.11,3,16.03,16.03
2,13.65,29.52,1,13.66,29.41,4,13.60,29.71,3,13.62,29.65
4,12.20,41.72,1,12.02,41.43,3,11.87,41.58,2,11.90,41.55
4,10.47,52.19,1,10.48,51.91,3,10.52,52.10,2,10.45,52.00
4,10.41,1:02.60,1,10.34,1:02.25,3,10.39,1:02.49,2,10.37,1:02.37
4,9.69,1:12.29,1,9.77,1:12.02,3,9.70,1:12.19,2,9.72,1:12.09
4,9.37,1:21.66,1,9.33,1:21.35,3,9.34,1:21.53,2,9.37,1:21.46
4,9.30,1:30.96,1,9.22,1:30.57,3,9.27,1:30.80,2,9.15,1:30.61
4,9.37,1:40.324,1,9.29,1:39.851,3,9.26,1:40.051,2,9.31,1:39.916
