Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Ivan DOLINIC POSITION,Ivan DOLINIC LAP TIME,Ivan DOLINIC ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Jarmil HRUZA POSITION,Jarmil HRUZA LAP TIME,Jarmil HRUZA ELAPSED TIME
1,7.015,7.015,5,8.646,8.646,4,7.578,7.578,2,7.068,7.068,3,7.477,7.477
1,9.143,16.158,5,9.797,18.442,4,9.909,17.487,2,9.131,16.198,3,9.542,17.018
1,8.936,25.093,3,9.233,27.675,4,10.825,28.311,5,28.500,44.698,2,9.219,26.237
1,9.647,34.739,3,9.425,37.099,4,10.275,38.586,5,34.567,1:19.265,2,9.854,36.090
1,10.17,44.909,0,,DQ,3,10.63,49.215,4,21.40,1:40.660,2,10.38,46.470
