QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,ZHANG Chutong POSITION,ZHANG Chutong LAP TIME,ZHANG Chutong ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
2,7.21,7.21,1,7.17,7.17,3,7.34,7.34,4,7.48,7.48,5,7.64,7.64
2,9.31,16.52,1,9.14,16.31,3,9.28,16.62,4,9.27,16.75,5,9.24,16.88
2,8.67,25.19,1,8.79,25.10,3,8.68,25.30,4,8.70,25.45,5,8.72,25.60
2,9.08,34.27,1,9.05,34.15,3,9.05,34.35,4,8.91,34.36,5,8.89,34.49
1,9.19,43.46,0,9.40,43.55,3,9.22,43.579,4,9.41,43.770,5,9.33,43.822
