VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Gergana PATSOVA POSITION,Gergana PATSOVA LAP TIME,Gergana PATSOVA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
1,7.21,7.21,4,7.90,7.90,2,7.53,7.53,3,7.55,7.55
1,9.51,16.72,4,10.05,17.95,3,9.77,17.30,2,9.65,17.20
1,9.13,25.85,4,9.75,27.70,3,9.34,26.64,2,9.29,26.49
1,9.35,35.20,4,9.95,37.65,3,9.33,35.97,2,9.37,35.86
1,9.67,44.869,4,10.18,47.827,2,9.34,45.307,3,9.58,45.440
