MASCITTO Cynthia POSITION,MASCITTO Cynthia LAP TIME,MASCITTO Cynthia ELAPSED TIME,ZHANG Yuting POSITION,ZHANG Yuting LAP TIME,ZHANG Yuting ELAPSED TIME,SZILICZEI-NEMET Rebeka POSITION,SZILICZEI-NEMET Rebeka LAP TIME,SZILICZEI-NEMET Rebeka ELAPSED TIME,SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME
2,13.90,13.90,1,13.81,13.81,3,14.00,14.00,4,14.12,14.12
2,10.66,24.56,1,10.65,24.46,3,10.64,24.64,4,10.65,24.77
2,10.60,35.16,1,10.60,35.06,3,10.65,35.29,4,10.65,35.42
2,10.52,45.68,1,10.51,45.57,3,10.49,45.78,4,10.48,45.90
2,9.84,55.52,1,9.86,55.43,3,9.82,55.60,4,9.82,55.72
2,9.70,1:05.22,1,9.70,1:05.13,3,9.71,1:05.31,4,9.71,1:05.43
2,9.53,1:14.75,1,9.55,1:14.68,3,9.50,1:14.81,4,9.55,1:14.98
2,9.51,1:24.26,1,9.51,1:24.19,3,9.60,1:24.41,4,9.63,1:24.61
2,9.67,1:33.93,1,9.65,1:33.84,3,9.65,1:34.06,4,9.69,1:34.30
