SON Soo-Min POSITION,SON Soo-Min LAP TIME,SON Soo-Min ELAPSED TIME,Marie-Andree MENDES-CAMPEAU POSITION,Marie-Andree MENDES-CAMPEAU LAP TIME,Marie-Andree MENDES-CAMPEAU ELAPSED TIME,Elisa LENKE POSITION,Elisa LENKE LAP TIME,Elisa LENKE ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME
1,7.319,7.319,3,7.882,7.882,2,7.535,7.535,4,7.965,7.965
1,10.143,17.462,3,9.997,17.879,2,10.076,17.611,4,10.009,17.973
1,9.537,26.998,2,9.425,27.303,3,9.869,27.480,4,9.568,27.541
1,9.687,36.685,2,9.641,36.944,4,9.677,37.157,3,9.563,37.104
1,9.820,46.505,3,9.905,46.849,4,9.896,47.053,2,9.738,46.843
