Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
2,,44.007,1,,43.908,3,,44.257,4,,44.799
