Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Lubomir POPOVSKI POSITION,Lubomir POPOVSKI LAP TIME,Lubomir POPOVSKI ELAPSED TIME,Zsolt Istvan PATAKI POSITION,Zsolt Istvan PATAKI LAP TIME,Zsolt Istvan PATAKI ELAPSED TIME
2,6.967,6.967,1,6.763,6.763,3,7.178,7.178,4,7.218,7.218
2,9.292,16.258,1,9.450,16.213,4,9.731,16.908,3,9.684,16.902
2,9.299,25.557,1,9.270,25.482,3,9.315,26.223,4,9.751,26.652
2,9.532,35.089,1,9.500,34.982,3,9.486,35.709,4,9.759,36.410
2,9.90,44.981,1,9.99,44.969,3,9.91,45.619,4,10.20,46.610
