KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Remi BEAULIEU POSITION,Remi BEAULIEU LAP TIME,Remi BEAULIEU ELAPSED TIME,MA Qiang POSITION,MA Qiang LAP TIME,MA Qiang ELAPSED TIME
1,6.92,6.92,2,7.06,7.06,4,7.57,7.57,3,7.41,7.41
1,8.84,15.76,2,8.74,15.80,4,8.89,16.46,3,8.95,16.36
1,8.56,24.32,4,25.36,41.16,3,8.60,25.06,2,8.63,24.99
1,8.54,32.86,3,12.31,53.47,4,38.27,1:03.33,2,8.88,33.87
1,8.75,41.608,3,11.21,1:04.679,4,21.68,1:25.001,2,9.20,43.066
