Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,LIU Yang POSITION,LIU Yang LAP TIME,LIU Yang ELAPSED TIME,Agne SEREIKAITE POSITION,Agne SEREIKAITE LAP TIME,Agne SEREIKAITE ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME
1,7.14,7.14,2,7.36,7.36,3,7.47,7.47,4,7.58,7.58
1,9.48,16.62,2,9.35,16.71,4,9.81,17.28,3,9.42,17.00
1,8.94,25.56,2,8.95,25.66,4,9.12,26.40,3,8.88,25.88
1,9.07,34.63,3,9.22,34.88,4,9.37,35.77,2,8.86,34.74
1,9.33,43.953,3,9.21,44.081,4,9.73,45.492,2,9.27,44.006
