Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,Anthony DOUGLAS POSITION,Anthony DOUGLAS LAP TIME,Anthony DOUGLAS ELAPSED TIME,Inan EREN POSITION,Inan EREN LAP TIME,Inan EREN ELAPSED TIME
3,14.19,14.19,1,13.66,13.66,2,14.01,14.01,4,14.45,14.45
3,9.50,23.69,1,9.66,23.32,2,9.51,23.52,4,9.63,24.08
3,9.82,33.51,1,9.95,33.27,2,9.85,33.37,4,9.65,33.73
3,9.86,43.37,1,9.86,43.13,2,9.90,43.27,4,9.78,43.51
3,9.86,53.23,1,9.89,53.02,2,9.86,53.13,4,9.88,53.39
3,10.07,1:03.30,1,10.02,1:03.04,2,10.05,1:03.18,4,10.04,1:03.43
3,9.91,1:13.21,1,9.96,1:13.00,2,9.89,1:13.07,4,10.12,1:13.55
3,9.43,1:22.64,2,9.59,1:22.59,1,9.40,1:22.47,4,10.23,1:23.78
1,9.34,1:31.979,3,9.75,1:32.333,2,9.67,1:32.139,4,10.77,1:34.541
