BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Jasper BRUNSMANN POSITION,Jasper BRUNSMANN LAP TIME,Jasper BRUNSMANN ELAPSED TIME,Shuta MATSUZU POSITION,Shuta MATSUZU LAP TIME,Shuta MATSUZU ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME
1,6.74,6.74,2,6.89,6.89,3,7.05,7.05,4,7.22,7.22,5,7.39,7.39
1,8.74,15.48,2,8.73,15.62,3,8.74,15.79,4,8.71,15.93,5,8.76,16.15
1,8.16,23.64,2,8.15,23.77,3,8.15,23.94,4,8.31,24.24,5,8.30,24.45
1,8.27,31.91,1,8.14,31.91,3,8.16,32.10,4,8.38,32.62,5,8.35,32.80
2,8.47,40.38,1,8.39,40.30,3,8.37,40.47,4,8.54,41.16,5,8.60,41.40
