Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME
1,6.99,6.99,2,7.07,7.07,3,7.22,7.22,4,7.44,7.44,5,7.56,7.56
1,9.05,16.04,2,9.05,16.12,3,9.00,16.22,5,9.09,16.53,4,8.85,16.41
2,8.55,24.59,1,8.39,24.51,3,8.45,24.67,5,8.70,25.23,4,8.45,24.86
1,8.55,33.14,3,8.70,33.21,2,8.53,33.20,5,9.01,34.24,4,8.51,33.37
1,9.08,42.22,2,9.06,42.27,3,9.17,42.355,5,9.38,43.601,4,9.05,42.404
