Fumihiko KAKUBARI POSITION,Fumihiko KAKUBARI LAP TIME,Fumihiko KAKUBARI ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Matthias STELZMUELLER POSITION,Matthias STELZMUELLER LAP TIME,Matthias STELZMUELLER ELAPSED TIME
3,13.36,13.36,2,13.27,13.27,1,13.21,13.21,4,13.71,13.71
3,10.25,23.61,2,10.15,23.43,1,10.20,23.41,4,10.13,23.84
3,10.12,33.74,2,10.23,33.66,1,10.21,33.62,4,10.20,34.05
3,10.08,43.83,2,9.86,43.52,1,9.73,43.35,4,10.35,44.41
3,9.57,53.41,1,9.35,52.88,2,9.77,53.12,4,9.87,54.28
3,9.47,1:02.88,1,9.68,1:02.56,2,9.60,1:02.72,4,10.41,1:04.70
3,9.37,1:12.25,1,9.50,1:12.06,2,9.44,1:12.17,4,11.01,1:15.71
3,9.36,1:21.61,1,9.36,1:21.43,2,9.38,1:21.55,4,11.93,1:27.64
3,9.51,1:31.116,2,9.68,1:31.103,1,9.45,1:30.992,4,12.46,1:40.098
