Jakov DOLINIC POSITION,Jakov DOLINIC LAP TIME,Jakov DOLINIC ELAPSED TIME,CHEN Shangpeng POSITION,CHEN Shangpeng LAP TIME,CHEN Shangpeng ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
4,13.06,13.06,2,12.93,12.93,3,12.97,12.97,1,12.79,12.79
4,9.97,23.03,2,9.99,22.93,3,9.97,22.95,1,9.97,22.76
3,10.08,33.12,2,9.98,32.91,4,10.23,33.19,1,9.95,32.72
4,9.90,43.02,2,9.55,42.47,3,9.42,42.61,1,9.65,42.38
4,9.72,52.75,2,9.54,52.02,3,9.41,52.03,1,9.48,51.86
4,10.16,1:02.91,2,9.88,1:01.90,3,10.01,1:02.05,1,9.92,1:01.79
4,10.47,1:13.39,2,9.70,1:11.60,3,9.84,1:11.90,1,9.66,1:11.45
4,11.09,1:24.49,2,9.74,1:21.34,3,9.94,1:21.84,1,9.77,1:21.23
4,11.45,1:35.938,2,10.26,1:31.592,3,10.30,1:32.140,1,10.32,1:31.549
