WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
1,6.66,6.66,2,6.95,6.95,4,7.06,7.06,3,7.01,7.01,5,7.24,7.24
1,8.66,15.32,2,8.68,15.63,4,8.83,15.89,3,8.87,15.88,5,8.74,15.98
1,8.27,23.59,2,8.33,23.96,3,8.40,24.29,5,8.68,24.56,4,8.47,24.45
1,8.38,31.97,2,8.50,32.46,3,8.51,32.80,5,8.47,33.03,4,8.36,32.81
1,8.54,40.51,2,8.73,41.19,4,8.79,41.574,5,8.73,41.737,3,8.45,41.250
