Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME,Gergana PATSOVA POSITION,Gergana PATSOVA LAP TIME,Gergana PATSOVA ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME
1,13.76,13.76,4,13.98,13.98,2,13.86,13.86,3,13.97,13.97
1,11.01,24.77,3,11.01,24.99,2,11.01,24.87,4,11.16,25.13
1,10.85,35.62,3,10.83,35.82,2,10.84,35.71,4,10.80,35.93
1,10.88,46.50,4,10.91,46.73,2,10.89,46.60,3,10.77,46.70
1,10.02,56.52,4,23.42,1:10.15,2,10.01,56.61,3,21.90,1:08.60
1,10.57,1:07.09,4,14.15,1:24.30,2,10.59,1:07.20,3,12.32,1:20.92
1,10.76,1:17.85,4,13.95,1:38.25,2,10.74,1:17.94,3,11.39,1:32.31
1,10.86,1:28.71,4,13.33,1:51.58,2,10.90,1:28.84,3,11.25,1:43.56
1,10.68,1:39.382,0,,PEN,2,10.76,1:39.595,3,11.42,1:54.971
