Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,TSAI Ping-Yuan POSITION,TSAI Ping-Yuan LAP TIME,TSAI Ping-Yuan ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Jelle de BRUYN POSITION,Jelle de BRUYN LAP TIME,Jelle de BRUYN ELAPSED TIME,Benjamin STUTHRIDGE POSITION,Benjamin STUTHRIDGE LAP TIME,Benjamin STUTHRIDGE ELAPSED TIME
3,14.216,14.216,2,14.058,14.058,5,14.401,14.401,1,13.982,13.982,4,14.334,14.334
3,10.898,25.114,2,11.006,25.063,4,10.879,25.279,1,10.729,24.710,5,10.974,25.307
2,9.878,34.991,3,9.981,35.043,4,9.953,35.232,1,10.119,34.829,5,10.376,35.683
2,9.836,44.826,4,10.222,45.265,3,9.805,45.037,1,9.925,44.753,5,10.168,45.851
2,10.075,54.901,4,10.448,55.712,3,10.075,55.112,1,10.037,54.790,5,10.392,56.242
2,10.080,1:04.980,4,10.729,1:06.440,3,9.932,1:05.043,1,10.063,1:04.852,5,10.609,1:06.850
2,9.837,1:14.817,4,11.412,1:17.852,1,9.663,1:14.706,3,10.471,1:15.322,5,11.110,1:17.960
2,9.510,1:24.327,4,11.687,1:29.538,1,9.552,1:24.258,3,10.496,1:25.818,5,11.625,1:29.585
2,10.05,1:34.368,4,11.99,1:41.526,1,9.93,1:34.182,3,10.72,1:36.530,5,12.48,1:42.056
