LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
2,13.31,13.31,1,13.18,13.18,4,13.58,13.58,3,13.43,13.43
2,10.31,23.62,3,10.50,23.68,4,10.32,23.90,1,10.12,23.55
2,10.75,34.37,3,10.79,34.47,4,10.71,34.61,1,10.71,34.26
1,10.59,44.96,3,10.60,45.07,4,10.59,45.20,2,10.79,45.05
2,10.05,55.01,1,9.84,54.91,4,10.03,55.23,3,10.06,55.11
1,9.89,1:04.90,2,10.11,1:05.02,4,9.96,1:05.19,3,10.01,1:05.12
1,9.93,1:14.83,2,9.89,1:14.91,4,9.96,1:15.15,3,9.90,1:15.02
1,9.91,1:24.74,2,9.95,1:24.86,4,9.99,1:25.14,3,9.99,1:25.01
1,10.12,1:34.860,3,10.08,1:34.940,4,10.10,1:35.233,2,9.91,1:34.917
