Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
1,6.72,6.72,3,7.10,7.10,2,6.83,6.83,4,7.18,7.18
1,8.90,15.62,4,22.94,30.04,2,9.02,15.85,3,9.12,16.30
1,8.57,24.19,4,21.70,51.74,2,8.78,24.63,3,8.65,24.95
1,8.89,33.08,4,13.43,1:05.17,3,8.94,33.57,2,8.57,33.52
1,9.16,42.239,4,13.39,1:18.552,3,9.13,42.696,2,8.87,42.387
