Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,SHIJIRBAATAR Shagdar POSITION,SHIJIRBAATAR Shagdar LAP TIME,SHIJIRBAATAR Shagdar ELAPSED TIME
2,17.158,17.158,3,17.452,17.452,1,16.895,16.895,4,17.673,17.673
3,13.183,30.340,2,12.729,30.181,1,13.001,29.896,4,13.009,30.682
3,12.573,42.913,2,12.581,42.761,1,12.823,42.719,4,12.784,43.465
1,11.433,54.345,2,11.587,54.348,3,11.864,54.582,4,12.400,55.865
1,10.293,1:04.637,3,10.321,1:04.668,2,10.057,1:04.638,4,12.406,1:08.270
3,9.460,1:14.097,1,9.281,1:13.949,2,9.348,1:13.986,4,12.400,1:20.670
3,9.825,1:23.921,1,9.220,1:23.168,2,9.783,1:23.768,4,13.395,1:34.064
3,10.102,1:34.023,2,9.363,1:32.531,1,8.654,1:32.422,4,12.729,1:46.793
3,10.55,1:44.572,2,9.62,1:42.148,1,9.67,1:42.084,4,12.65,1:59.435
