Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME
1,6.73,6.73,2,6.89,6.89,4,7.30,7.30,3,7.12,7.12
1,9.49,16.22,2,9.47,16.36,4,9.48,16.78,3,9.54,16.66
1,8.95,25.17,2,8.94,25.30,4,9.08,25.86,3,9.03,25.69
1,8.88,34.05,2,8.98,34.28,4,9.35,35.21,3,9.12,34.81
1,9.37,43.419,2,9.21,43.483,4,9.76,44.964,3,9.34,44.144
