MA Xingguang POSITION,MA Xingguang LAP TIME,MA Xingguang ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,Yevgeniy REBIK POSITION,Yevgeniy REBIK LAP TIME,Yevgeniy REBIK ELAPSED TIME
1,12.94,12.94,2,13.02,13.02,3,13.12,13.12,4,13.21,13.21,5,13.24,
1,9.76,22.70,2,9.85,22.87,5,10.93,24.05,3,9.83,23.04,4,9.98,
1,9.44,32.14,2,9.40,32.27,5,9.39,33.44,3,9.36,32.40,4,9.30,
1,9.28,41.42,2,9.28,41.55,5,9.42,42.86,3,9.24,41.64,4,9.29,
1,9.15,50.57,2,9.17,50.72,5,9.60,52.46,3,9.24,50.88,4,9.16,
1,9.07,59.64,2,9.01,59.73,5,10.05,1:02.51,3,9.14,1:00.02,4,9.23,
1,8.95,1:08.59,2,8.94,1:08.67,5,10.47,1:12.98,3,9.23,1:09.25,3,9.05,
1,9.12,1:17.71,2,9.23,1:17.90,5,10.81,1:23.79,4,9.76,1:19.01,3,9.34,
1,9.28,1:26.974,2,9.54,1:27.424,4,10.90,1:34.656,3,9.92,1:28.906,3,9.81,
