Mara ZINI POSITION,Mara ZINI LAP TIME,Mara ZINI ELAPSED TIME,Kalyna ROBERGE POSITION,Kalyna ROBERGE LAP TIME,Kalyna ROBERGE ELAPSED TIME,Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME
2,13.556,13.556,3,13.750,13.750,4,13.841,13.841,1,13.138,13.138
2,10.251,23.807,3,10.152,23.902,4,10.239,24.080,1,10.326,23.464
2,9.938,33.744,3,10.069,33.970,4,10.124,34.203,1,9.659,33.122
2,10.223,43.966,3,10.051,44.021,4,9.995,44.197,1,10.586,43.708
3,10.105,54.071,2,10.002,54.023,4,9.991,54.188,1,9.759,53.466
3,10.214,1:04.284,2,10.102,1:04.124,4,10.302,1:04.489,1,10.376,1:03.841
3,9.874,1:14.158,2,9.869,1:13.992,4,10.104,1:14.593,1,9.617,1:13.458
3,9.991,1:24.149,2,9.951,1:23.943,4,10.692,1:25.285,1,10.088,1:23.545
3,10.38,1:34.527,2,10.30,1:34.238,4,11.48,1:36.763,1,10.56,1:34.102
