VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME
1,15.13,15.13,4,15.37,15.37,2,15.23,15.23,3,15.28,15.28
2,10.62,25.75,4,10.63,26.00,3,10.62,25.85,1,10.37,25.65
2,10.21,35.96,4,10.19,36.19,3,10.20,36.05,1,10.23,35.88
2,10.13,46.09,4,10.16,46.35,3,10.17,46.22,1,10.13,46.01
2,10.03,56.12,4,10.07,56.42,3,9.98,56.20,1,10.05,56.06
2,9.92,1:06.04,4,10.19,1:06.61,3,9.92,1:06.12,1,9.90,1:05.96
2,9.84,1:15.88,4,10.56,1:17.17,3,9.84,1:15.96,1,9.83,1:15.79
2,9.82,1:25.70,4,11.02,1:28.19,3,9.79,1:25.75,1,9.78,1:25.57
2,9.88,1:35.571,4,11.33,1:39.516,3,9.88,1:35.630,1,9.82,1:35.383
